cluster,mk,count
9,עופר כסיף,20
9,אחמד טיבי,19
9,אריאל קלנר,18
9,מרב מיכאלי,18
9,אלמוג כהן,17
9,מתן כהנא,15
9,איימן עודה,14
9,יוסף עטאונה,14
9,צבי ידידיה סוכות,14
9,שלי טל מירון,13
9,בועז ביסמוט,11
9,משה רוט,11
9,יאסר חוג'יראת,10
9,צגה מלקו,8
9,ששון ששי גואטה,8
9,ניסים ואטורי,7
9,עמיחי אליהו,6
9,אריה מכלוף דרעי,5
9,חילי טרופר,5
9,סימון מושיאשוילי,5
9,גדעון סער,4
9,גלית דיסטל אטבריאן,4
9,יפעת שאשא ביטון,4
9,גדי איזנקוט,3
9,יעל רון בן משה,2
9,משה ארבל,2
9,איתן גינזבורג,1
9,ואליד אלהואשלה,1
9,יאיר לפיד,1
9,יואב בן צור,1
9,עפיף עבד,1
10,speaker_key,2944
10,שמחה רוטמן,774
10,דוד ביטן,580
10,יעקב אשר,496
10,משה גפני,380
10,גלעד קריב,277
10,נאור שירי,274
10,ישראל אייכלר,263
10,ינון אזולאי,257
10,מיכאל מרדכי ביטון,244
10,צביקה פוגל,238
10,אופיר כץ,215
10,יוסף טייב,212
10,יצחק פינדרוס,210
10,פנינה תמנו,206
10,אליהו רביבו,185
10,נעמה לזימי,184
10,יולי יואל אדלשטיין,170
10,טלי גוטליב,161
10,יונתן מישרקי,145
10,עודד פורר,145
10,ולדימיר בליאק,143
10,מיקי לוי,125
10,קארין אלהרר,113
10,זאב אלקין,110
10,מירב בן ארי,108
10,לימור סון הר מלך,101
10,אלי דלל,100
10,שלום דנינו,100
10,עמית הלוי,97
10,אורית פרקש הכהן,95
10,ארז מלול,91
10,יסמין פרידמן,89
10,חנוך דב מלביצקי,84
10,מיכל מרים וולדיגר,84
10,אפרת רייטן מרום,83
10,יוראי להב הרצנו,80
10,מטי צרפתי הרכבי,74
10,אוריאל בוסו,70
10,יואב סגלוביץ',67
10,מירב כהן,67
10,חמד עמאר,66
10,משה סעדה,65
10,שרן מרים השכל,61
10,חוה אתי עטייה,59
10,סימון דוידסון,58
10,דבי ביטון,48
10,רון כץ,48
10,אלון שוסטר,45
10,אלעזר שטרן,45
10,צבי ידידיה סוכות,44
10,משה טור פז,43
10,קטי קטרין שטרית,43
10,מאיר כהן,41
10,ניסים ואטורי,41
10,אלמוג כהן,40
10,בועז ביסמוט,40
10,יצחק קרויזר,40
10,משה פסל,39
10,יוליה מלינובסקי,38
10,יבגני סובה,37
10,אברהם בצלאל,35
10,יוסף עטאונה,35
10,עאידה תומא סלימאן,34
10,אביחי אברהם בוארון,31
10,ירון לוי,31
10,שלי טל מירון,31
10,שלמה קרעי,31
10,אימאן ח'טיב יאסין,30
10,משה סולומון,29
10,אחמד טיבי,27
10,טטיאנה מזרסקי,27
10,אוהד טל,26
10,עופר כסיף,26
10,שרון ניר,24
10,אליהו ברוכי,23
10,מיכל שיר סגמן,20
10,אריאל קלנר,19
10,בועז טופורובסקי,19
10,יואב קיש,18
10,איימן עודה,16
10,רם בן ברק,16
10,ווליד טאהא,15
10,יאסר חוג'יראת,14
10,עידן רול,14
10,דן אילוז,13
10,סימון מושיאשוילי,12
10,צגה מלקו,10
10,ששון ששי גואטה,10
10,גלית דיסטל אטבריאן,9
10,יפעת שאשא ביטון,9
10,מתן כהנא,9
10,עמיחי אליהו,9
10,אורנה ברביבאי,8
10,מרב מיכאלי,8
10,אביגדור ליברמן,7
10,חילי טרופר,7
10,משה ארבל,7
10,ואליד אלהואשלה,5
10,איתן גינזבורג,3
10,משה רוט,3
10,גדי איזנקוט,2
10,גילה גמליאל,2
10,דוד אמסלם,2
10,דני דנון,2
10,יואב גלנט,2
10,איתמר בן גביר,1
10,יעל רון בן משה,1
10,יעקב מרגי,1
10,מאיר פרוש,1
10,מנסור עבאס,1
10,עידית סילמן,1
11,speaker_key,2639
11,שמחה רוטמן,713
11,דוד ביטן,642
11,יעקב אשר,541
11,משה גפני,334
11,ישראל אייכלר,256
11,ינון אזולאי,253
11,גלעד קריב,248
11,אליהו רביבו,222
11,נאור שירי,215
11,נעמה לזימי,215
11,יונתן מישרקי,197
11,אופיר כץ,194
11,יוסף טייב,193
11,מיכאל מרדכי ביטון,191
11,מיקי לוי,190
11,יצחק פינדרוס,172
11,צביקה פוגל,166
11,עודד פורר,154
11,פנינה תמנו,149
11,קארין אלהרר,127
11,ולדימיר בליאק,118
11,טלי גוטליב,115
11,שלום דנינו,104
11,אורית פרקש הכהן,101
11,עמית הלוי,101
11,לימור סון הר מלך,98
11,מירב בן ארי,97
11,זאב אלקין,96
11,יולי יואל אדלשטיין,87
11,יוראי להב הרצנו,87
11,אפרת רייטן מרום,85
11,מיכל מרים וולדיגר,84
11,אלי דלל,80
11,יסמין פרידמן,79
11,משה סעדה,76
11,ארז מלול,70
11,מטי צרפתי הרכבי,68
11,מירב כהן,68
11,צבי ידידיה סוכות,68
11,דבי ביטון,66
11,אוריאל בוסו,59
11,אלעזר שטרן,56
11,יואב סגלוביץ',56
11,רון כץ,55
11,חמד עמאר,51
11,סימון דוידסון,49
11,חוה אתי עטייה,48
11,משה פסל,48
11,מאיר כהן,46
11,עאידה תומא סלימאן,46
11,אלון שוסטר,44
11,חנוך דב מלביצקי,44
11,אברהם בצלאל,43
11,עופר כסיף,42
11,שלי טל מירון,42
11,יצחק קרויזר,36
11,אוהד טל,35
11,קטי קטרין שטרית,35
11,רם בן ברק,35
11,יוסף עטאונה,34
11,ניסים ואטורי,34
11,בועז טופורובסקי,32
11,יבגני סובה,31
11,אביחי אברהם בוארון,30
11,בועז ביסמוט,30
11,אריאל קלנר,29
11,משה טור פז,29
11,אליהו ברוכי,28
11,שרון ניר,28
11,שלמה קרעי,27
11,יוליה מלינובסקי,26
11,אימאן ח'טיב יאסין,24
11,טטיאנה מזרסקי,24
11,אחמד טיבי,23
11,איימן עודה,22
11,ווליד טאהא,21
11,יאסר חוג'יראת,19
11,ירון לוי,19
11,צגה מלקו,19
11,מיכל שיר סגמן,17
11,שרן מרים השכל,16
11,ששון ששי גואטה,16
11,אורנה ברביבאי,15
11,משה סולומון,15
11,סימון מושיאשוילי,15
11,אלמוג כהן,14
11,יואב קיש,13
11,דן אילוז,12
11,מתן כהנא,12
11,ואליד אלהואשלה,10
11,מרב מיכאלי,10
11,יפעת שאשא ביטון,8
11,משה רוט,7
11,יעקב מרגי,6
11,גלית דיסטל אטבריאן,5
11,עידן רול,5
11,גילה גמליאל,4
11,דוד אמסלם,4
11,מישל בוסקילה,4
11,גדעון סער,3
11,אביגדור ליברמן,2
11,איתמר בן גביר,2
11,אריה מכלוף דרעי,2
11,חיים ביטון,2
11,יריב לוין,2
11,משה ארבל,2
11,אבי מעוז,1
11,איתן גינזבורג,1
11,בנימין נתניהו,1
11,גדי איזנקוט,1
11,חילי טרופר,1
11,יצחק שמעון וסרלאוף,1
11,מנסור עבאס,1
11,עמיחי אליהו,1
11,עפיף עבד,1
12,speaker_key,5494
12,שמחה רוטמן,1857
12,נאור שירי,804
12,דוד ביטן,781
12,יוסף טייב,551
12,משה גפני,433
12,אליהו רביבו,430
12,טלי גוטליב,414
12,יונתן מישרקי,405
12,מיקי לוי,385
12,יעקב אשר,349
12,מיכאל מרדכי ביטון,304
12,עמית הלוי,270
12,אופיר כץ,267
12,גלעד קריב,251
12,פנינה תמנו,250
12,נעמה לזימי,226
12,ישראל אייכלר,223
12,עודד פורר,222
12,יצחק פינדרוס,220
12,משה סעדה,220
12,יוליה מלינובסקי,200
12,ינון אזולאי,190
12,צביקה פוגל,188
12,מירב בן ארי,184
12,יוראי להב הרצנו,171
12,ארז מלול,170
12,צבי ידידיה סוכות,159
12,לימור סון הר מלך,157
12,זאב אלקין,148
12,קארין אלהרר,147
12,שלום דנינו,143
12,ולדימיר בליאק,142
12,אורית פרקש הכהן,141
12,מטי צרפתי הרכבי,121
12,יסמין פרידמן,115
12,אפרת רייטן מרום,89
12,רון כץ,88
12,יולי יואל אדלשטיין,86
12,דן אילוז,85
12,סימון דוידסון,85
12,אלי דלל,82
12,מיכל מרים וולדיגר,77
12,שרן מרים השכל,76
12,יצחק קרויזר,75
12,קטי קטרין שטרית,75
12,חוה אתי עטייה,74
12,חמד עמאר,72
12,משה פסל,58
12,ניסים ואטורי,58
12,אלמוג כהן,57
12,אוהד טל,53
12,חנוך דב מלביצקי,53
12,מירב כהן,48
12,משה טור פז,48
12,משה סולומון,48
12,ששון ששי גואטה,46
12,אלעזר שטרן,45
12,טטיאנה מזרסקי,44
12,יואב סגלוביץ',43
12,עאידה תומא סלימאן,43
12,אחמד טיבי,41
12,אליהו ברוכי,41
12,שלי טל מירון,39
12,עופר כסיף,35
12,שרון ניר,35
12,יבגני סובה,34
12,אלון שוסטר,33
12,מאיר כהן,32
12,צגה מלקו,32
12,אברהם בצלאל,30
12,אוריאל בוסו,29
12,בועז ביסמוט,27
12,יוסף עטאונה,25
12,דוד אמסלם,22
12,יאסר חוג'יראת,22
12,דבי ביטון,21
12,אימאן ח'טיב יאסין,19
12,יפעת שאשא ביטון,19
12,מיכל שיר סגמן,19
12,בועז טופורובסקי,18
12,ירון לוי,16
12,מתן כהנא,15
12,ווליד טאהא,12
12,רם בן ברק,12
12,איימן עודה,11
12,מנסור עבאס,11
12,ואליד אלהואשלה,10
12,משה רוט,9
12,מרב מיכאלי,8
12,אריאל קלנר,6
12,סימון מושיאשוילי,6
12,משה ארבל,5
12,עידן רול,4
12,עפיף עבד,4
12,אורנה ברביבאי,3
12,אביחי אברהם בוארון,2
12,גלית דיסטל אטבריאן,2
12,מישל בוסקילה,2
12,אביגדור ליברמן,1
12,איתמר בן גביר,1
12,גדעון סער,1
12,יואב קיש,1
13,speaker_key,3546
13,שמחה רוטמן,1037
13,דוד ביטן,699
13,יעקב אשר,662
13,משה גפני,456
13,גלעד קריב,386
13,ינון אזולאי,316
13,אופיר כץ,295
13,ישראל אייכלר,294
13,נאור שירי,280
13,יונתן מישרקי,254
13,נעמה לזימי,249
13,אליהו רביבו,243
13,מיכאל מרדכי ביטון,236
13,צביקה פוגל,232
13,יוסף טייב,226
13,יצחק פינדרוס,221
13,ולדימיר בליאק,214
13,מיקי לוי,184
13,פנינה תמנו,180
13,זאב אלקין,164
13,עודד פורר,153
13,טלי גוטליב,136
13,אלי דלל,128
13,קארין אלהרר,123
13,יוראי להב הרצנו,114
13,לימור סון הר מלך,113
13,מירב כהן,109
13,אורית פרקש הכהן,107
13,מטי צרפתי הרכבי,106
13,חמד עמאר,100
13,עמית הלוי,100
13,שלום דנינו,95
13,חנוך דב מלביצקי,93
13,משה סעדה,92
13,אברהם בצלאל,91
13,מירב בן ארי,91
13,יסמין פרידמן,84
13,אוריאל בוסו,83
13,מיכל מרים וולדיגר,80
13,יוליה מלינובסקי,79
13,דבי ביטון,76
13,צבי ידידיה סוכות,74
13,יולי יואל אדלשטיין,73
13,סימון דוידסון,73
13,יואב סגלוביץ',72
13,משה טור פז,67
13,ניסים ואטורי,62
13,אפרת רייטן מרום,60
13,אלון שוסטר,59
13,רון כץ,59
13,ארז מלול,56
13,שלי טל מירון,55
13,עאידה תומא סלימאן,53
13,אוהד טל,51
13,בועז ביסמוט,51
13,משה סולומון,49
13,יצחק קרויזר,48
13,חוה אתי עטייה,47
13,אלעזר שטרן,46
13,אחמד טיבי,45
13,יבגני סובה,44
13,קטי קטרין שטרית,44
13,עופר כסיף,43
13,טטיאנה מזרסקי,42
13,מאיר כהן,42
13,אביחי אברהם בוארון,41
13,יוסף עטאונה,41
13,שלמה קרעי,40
13,מיכל שיר סגמן,39
13,שרון ניר,38
13,אריאל קלנר,36
13,יאסר חוג'יראת,36
13,רם בן ברק,35
13,איימן עודה,34
13,אליהו ברוכי,34
13,משה פסל,33
13,אימאן ח'טיב יאסין,32
13,אורנה ברביבאי,30
13,אלמוג כהן,24
13,ווליד טאהא,24
13,בועז טופורובסקי,23
13,יואב קיש,23
13,שרן מרים השכל,22
13,ששון ששי גואטה,22
13,צגה מלקו,20
13,ירון לוי,19
13,משה ארבל,19
13,מתן כהנא,19
13,דן אילוז,17
13,ואליד אלהואשלה,15
13,יפעת שאשא ביטון,12
13,מישל בוסקילה,12
13,סימון מושיאשוילי,12
13,מרב מיכאלי,11
13,משה רוט,11
13,גלית דיסטל אטבריאן,10
13,אביגדור ליברמן,8
13,איתמר בן גביר,6
13,גדעון סער,6
13,עמיחי אליהו,6
13,גדי איזנקוט,5
13,חילי טרופר,4
13,מנסור עבאס,4
13,עידן רול,4
13,איתן גינזבורג,2
13,אבי מעוז,1
13,יעקב מרגי,1
13,יצחק שמעון וסרלאוף,1
13,מאיר פרוש,1
14,speaker_key,3664
14,שמחה רוטמן,1000
14,דוד ביטן,987
14,יעקב אשר,721
14,משה גפני,529
14,גלעד קריב,351
14,יוסף טייב,318
14,פנינה תמנו,312
14,ישראל אייכלר,289
14,אופיר כץ,272
14,נאור שירי,258
14,צביקה פוגל,256
14,יונתן מישרקי,248
14,אליהו רביבו,241
14,מיכאל מרדכי ביטון,234
14,יצחק פינדרוס,224
14,ינון אזולאי,223
14,נעמה לזימי,218
14,קארין אלהרר,175
14,מיקי לוי,170
14,עודד פורר,158
14,זאב אלקין,157
14,ולדימיר בליאק,146
14,טלי גוטליב,146
14,עמית הלוי,140
14,צבי ידידיה סוכות,139
14,יוראי להב הרצנו,138
14,אלי דלל,131
14,מירב כהן,129
14,יסמין פרידמן,127
14,לימור סון הר מלך,126
14,יולי יואל אדלשטיין,118
14,מיכל מרים וולדיגר,114
14,שלום דנינו,114
14,חנוך דב מלביצקי,110
14,אפרת רייטן מרום,107
14,מירב בן ארי,106
14,משה סעדה,106
14,אוריאל בוסו,103
14,אלון שוסטר,103
14,אורית פרקש הכהן,97
14,חמד עמאר,97
14,מטי צרפתי הרכבי,95
14,יואב סגלוביץ',89
14,אברהם בצלאל,73
14,ניסים ואטורי,72
14,אלעזר שטרן,71
14,דבי ביטון,65
14,משה טור פז,62
14,עאידה תומא סלימאן,62
14,משה פסל,61
14,קטי קטרין שטרית,59
14,רון כץ,59
14,יצחק קרויזר,57
14,יוליה מלינובסקי,55
14,ארז מלול,54
14,שלי טל מירון,53
14,סימון דוידסון,51
14,שרון ניר,50
14,בועז ביסמוט,49
14,אחמד טיבי,48
14,עופר כסיף,48
14,אריאל קלנר,44
14,בועז טופורובסקי,44
14,טטיאנה מזרסקי,43
14,משה סולומון,43
14,איימן עודה,42
14,אימאן ח'טיב יאסין,42
14,דן אילוז,42
14,אליהו ברוכי,41
14,יואב קיש,41
14,אוהד טל,40
14,אלמוג כהן,40
14,שלמה קרעי,40
14,חוה אתי עטייה,39
14,יאסר חוג'יראת,38
14,מאיר כהן,38
14,אורנה ברביבאי,37
14,יבגני סובה,36
14,ווליד טאהא,34
14,שרן מרים השכל,32
14,מיכל שיר סגמן,29
14,ששון ששי גואטה,28
14,יוסף עטאונה,27
14,צגה מלקו,24
14,אביחי אברהם בוארון,23
14,גלית דיסטל אטבריאן,20
14,סימון מושיאשוילי,17
14,ירון לוי,16
14,מתן כהנא,14
14,משה ארבל,13
14,רם בן ברק,11
14,אביגדור ליברמן,10
14,ואליד אלהואשלה,10
14,יפעת שאשא ביטון,10
14,אבי מעוז,9
14,חילי טרופר,9
14,משה רוט,9
14,עידן רול,8
14,מנסור עבאס,6
14,חיים ביטון,5
14,מישל בוסקילה,5
14,משה אבוטבול,5
14,יריב לוין,4
14,מרב מיכאלי,4
14,גדעון סער,3
14,עמיחי אליהו,3
14,עידית סילמן,2
14,איתמר בן גביר,1
14,איתן גינזבורג,1
14,גדי איזנקוט,1
14,דוד אמסלם,1
14,יצחק שמעון וסרלאוף,1
15,speaker_key,5020
15,שמחה רוטמן,1337
15,דוד ביטן,1241
15,משה גפני,922
15,יוסף טייב,586
15,גלעד קריב,543
15,יצחק פינדרוס,471
15,נעמה לזימי,463
15,פנינה תמנו,458
15,ישראל אייכלר,439
15,אליהו רביבו,437
15,אופיר כץ,427
15,ינון אזולאי,412
15,יעקב אשר,411
15,נאור שירי,360
15,צביקה פוגל,324
15,שלי טל מירון,314
15,יוראי להב הרצנו,313
15,אלי דלל,309
15,מיקי לוי,305
15,יונתן מישרקי,295
15,טלי גוטליב,287
15,קארין אלהרר,284
15,עודד פורר,282
15,מירב בן ארי,278
